factory_name,oc id,oc name
Valentine Sweaters Limited,/companies/bd/C-44282,Valentine Sweaters Limited
Hannan Fashions Ltd.,,
J.L. Fashions Limited,/companies/bd/C-44125,J.L. Fashions Limited
Disari Apparels (Pvt) Ltd.,,
Naomi Sweaters Ltd.,,
Dressmen Garments Ltd.,,
Merlin Knitwear Ltd.,,
Sajib Fashion Wear Limited,/companies/bd/C-44518,Sajib Fashion Wear Limited
Y. K. Sweaters Ltd,/companies/bd/C-43944,Y. K. Sweaters Ltd
Familiar Limited,,
Friends World Composite Inds. Ltd.,,
Ishrat Apparels Ltd.,/companies/bd/C-42740,Ishrat Apparels Ltd.
Dignity Textile Mills Ltd.,,
Metro Knitting & Dyeing Mills Ltd.,,
Dotcom Sweater Ltd.,,
New Wave Style Limited,/companies/bd/C-47739,New Wave Style Limited
Venus Apparels Ltd.,/companies/bd/C-35878,Venus Apparels Ltd.
Nippon Sweaters Ltd.,/companies/bd/C-43317,Nippon Sweaters Ltd.
Proshmoni Sweater Ltd.,,
Sayem Fashions Ltd.,,
AMS Int'l (Sweaters) Ltd.,,
Wega Design Way Limited,/companies/bd/C-48130,Wega Design Way Limited
Fashion Innovation Ltd.,,
Titas Sweater Inds. Ltd.,,
Mastex Sweater Inds. Ltd.,,
Rafi Texmode Limited,/companies/bd/C-47105,Rafi Texmode Limited
Target Sweater Inds. Ltd.,,
Foptex (Pvt) Ltd.,,
Robin Knit Wear Ltd.,,
Magpie Knit Wear Ltd.,,
Mermaid Sweaters Ltd.,,
Ndc Sweaters Limited,/companies/bd/C-43714,Ndc Sweaters Limited
Flamingo Fashions Ltd.,,
SADIA GARMENTS LIMITED,/companies/bd/C-47402,SADIA GARMENTS LIMITED
Sonia & Sweaters Ltd.,,
Perfect Sweaters Ltd.,,
Southern Clothings Ltd.,,
Resalat Knit & Sweater Ltd.,,
Winwear Limited,/companies/bd/C-47335,Winwear Limited
Harvard Sweater Ind. Ltd.,,
Rhymer Apparel Limited.,/companies/bd/C-33550,Rhymer Apparel Limited.
Common Threads Ltd.,,
Arnob Sweaters Ltd.,/companies/bd/C-39681,Arnob Sweaters Ltd.
Epcot Apparels Ltd.,/companies/bd/C-42989,Epcot Apparels Ltd.
Hamid Sweater Ltd.,,
Int'l Knitwear & Apparels Ltd.,,
Int'l Knitwear & Apparels Ltd. (U-2),,
Spring Knit Wears Ltd.,,
Ekram Sweaters Limited,/companies/bd/C-47831,Ekram Sweaters Limited
D&S Pretty Fashions Limited,/companies/bd/C-43107,D&S Pretty Fashions Limited
Pan Pacific Sweaters Limited,/companies/bd/C-46947,Pan Pacific Sweaters Limited
Thina Sweaters Ltd.,,
Hmn Fashion Ltd.,/companies/bd/C-53870,Hmn Fashion Ltd.
Quality Assured Ltd.,,
R.L. Tex Ltd.,/companies/bd/C-45801,R.L. Tex Ltd.
Update Apparels Limited,/companies/bd/C-46219,Update Apparels Limited
Natural Wool Wears Ltd.,,
Cosmo Sweaters Ltd.,,
K-Tex Industrial Co. Ltd.,,
Landmark Yarn Dyeing Ltd.,/companies/bd/C-43401,Landmark Yarn Dyeing Ltd.
River Side Sweaters Ltd.,,
Woolen & Wool Ltd.,,
Convince Apparels Ltd.,,
Interlink Apparels Ltd.,,
Fame Sweaters Ltd.,/companies/bd/C-39376,Fame Sweaters Ltd.
Corona Fashion Ltd.,,
Nur Woolwears Ltd.,,
Mollah Knit Fashions Ltd.,,
Masihata Sweaters Ltd.,,
Woolen Wear Ltd.,,
Cold Asia Sweater Limited,/companies/bd/C-48324,Cold Asia Sweater Limited
Musk Sweater Composite Ltd.,,
Vibgyor Fashion Ltd.,,
Sharmin Apparels Ltd.,,
Il Reu O and O Limited,/companies/bd/C-48204,Il Reu O and O Limited
Siddique Fashions (Pvt) Ltd.,,
Gumti Apparels Limited,/companies/bd/C-41783,Gumti Apparels Limited
Daiyyan Knitwear Ltd.,,
Softex Sweater Inds. (Pvt) Ltd.,,
Comptex Bangladesh Ltd.,,
Advance Sweater Industry Ltd.,,
Century Design & Fashion (Pvt) Ltd.,,
Salam Jeans Ltd.,/companies/bd/C-47899,Salam Jeans Ltd.
Atlanta Sweater Ltd.,,
Jointex Knitwears Ltd.,/companies/bd/C-49025,Jointex Knitwears Ltd.
Pacific Winterwear Ltd.,,
Florin Fashions Int'l Ltd.,,
Ducati Apparels Ltd.,,
Crown Wears (Pvt) Ltd.,,
Unitrade Fashion Wear Ltd.,,
Active Sweaters Ltd.,,
Tanay Sweater Ltd.,,
Utah Knitting & Dyeing Ltd. (G-D),,
Opex Stylewear Ltd..,,
Epyllion Knitwears Limited,/companies/bd/C-49248,Epyllion Knitwears Limited
S.F. Fashion Wears Ltd.,/companies/bd/C-49343,S.F. Fashion Wears Ltd.
Mohammadi Group of Companies Limited,/companies/bd/C-37256,Mohammadi Group of Companies Limited
Interfab Shirts Manufacturing Ltd.,,
B2B Excellence Ltd.,,
Harun Twisting Ind. (Pvt) Ltd.,,
Haseen Sweater Ltd.,,
Naziat Sweaters Ltd.,,
One Composite Mills Limited,/companies/bd/C-45422,One Composite Mills Limited
Banika Fashions Ltd.,/companies/bd/C-48093,Banika Fashions Ltd.
Samin Wintermate Ltd.,,
Oeko-Tex Limited,/companies/bd/C-45877,Oeko-Tex Limited
M K Sweaters Ltd.,/companies/bd/C-50400,M K Sweaters Ltd.
Rahmat Sweaters (BD) Ltd.,,
Green Arrow Sweater Inds. Ltd.,,
Onus Design Limited,/companies/bd/C-50866,Onus Design Limited
Best Wool Sweaters Limited,/companies/bd/C-50509,Best Wool Sweaters Limited
Deva Limited,/companies/bd/C-37009,Deva Limited
Amotex Limited,/companies/bd/C-48588,Amotex Limited
Can-Am Garments (Pvt) Ltd.,,
A.R. Khan Sizing and Fabrics Ltd.,/companies/bd/C-35294,A.R. Khan Sizing and Fabrics Ltd.
Giant Apparels Limited,/companies/bd/C-39786,Giant Apparels Limited
Les Pulls D' Alex Ltd.,,
Good Rich Sweaters Ltd.,,
Abir Fashions,,
Manta Apparels Limited,/companies/bd/C-49900,Manta Apparels Limited
Aero Design And Fashion Limited,/companies/bd/C-50118,Aero Design And Fashion Limited
Iris Fashions Ltd.,/companies/bd/C-48689,Iris Fashions Ltd.
Anzir Apparels Ltd. (U-2),,
Reedisha Knitex Ltd.,,
Ama Fashionwears Limited,/companies/bd/C-40801,Ama Fashionwears Limited
Oaishe Composite Garments Limited,/companies/bd/C-48958,Oaishe Composite Garments Limited
Wega Style Wise (Pvt) Ltd.,,
Pantex Dresses Ltd.,,
Tamishna Fashion Wear Ltd.,,
April Fashions Limited,/companies/bd/C-50591,April Fashions Limited
Monami Sweater Ltd.,,
Shanon Sweaters Ltd.,,
Pinaki-Seha Inds. Ltd.,,
Hypoid Girls Fashion Ltd.,/companies/bd/C-50619,Hypoid Girls Fashion Ltd.
M.J. Sweaters Ltd.,/companies/bd/C-48524,M.J. Sweaters Ltd.
Tuba Textile Mills Ltd.,/companies/bd/C-46184,Tuba Textile Mills Ltd.
Vision Wears Ltd.,,
Navana Textiles Ltd. (S-U),,
Loadstar Sweaters Ltd.,,
E S E Knitwear Limited,/companies/bd/C-50372,E S E Knitwear Limited
Creative Woolwear Ltd.,,
M.I.M. Dresses Limited,/companies/bd/C-51006,M.I.M. Dresses Limited
Dhaka Pullovers Ltd.,,
Commitment Knitwear Ltd.,,
Intramex Sweater Ltd.,,
Green Leaf Apparels Limited,/companies/bd/C-42620,Green Leaf Apparels Limited
Waltz Fashions Ltd.,,
Sam Sweaters Ltd.,/companies/bd/C-48051,Sam Sweaters Ltd.
Crescent Fashion And Design Ltd.,,
Madinaple Fashions Craft Ltd.,,
Landmark Sweaters Ltd.,,
La Belle Sweater (Pvt.) Ltd.,/companies/bd/C-48799,La Belle Sweater (Pvt.) Ltd.
Scandex Knitwear Ltd.,,
A.K.H. Knitting And Dyeing Ltd.,/companies/bd/C-49207,A.K.H. Knitting And Dyeing Ltd.
Alauddin Garments Ltd.,,
Tamizuddin Fashions ltd.,,
Arunima Sports Wear Ltd.,/companies/bd/C-48802,Arunima Sports Wear Ltd.
Ha-Meem Design Ltd.,,
Refat Garments Ltd.,,
That'S It Garments Limited,/companies/bd/C-51261,That'S It Garments Limited
Alliance Stitches Ltd.,,
Imperial Sweaters (BD) Ltd.,,
Amity Sweaters Ltd.,/companies/bd/C-51105,Amity Sweaters Ltd.
Passion Jeans Ltd.,/companies/bd/C-50966,Passion Jeans Ltd.
Asha Creations Ltd.,/companies/bd/C-50462,Asha Creations Ltd.
Dynasty Sweater (BD) Ltd.,,
Arn Sweaters Limited,/companies/bd/C-50893,Arn Sweaters Limited
Stylo Fashion Garments Ltd.,,
Al Sahabi Modemaker Ltd.,/companies/bd/C-45319,Al Sahabi Modemaker Ltd.
Mccoy Sweater Ltd.,,
Tex Town Limited,/companies/bd/C-43925,Tex Town Limited
Sumis Sweaters Ltd.,/companies/bd/C-51090,Sumis Sweaters Ltd.
United Designers Ltd.,/companies/bd/C-40654,United Designers Ltd.
Anlima Textile Ltd.,/companies/bd/C-25209,Anlima Textile Ltd.
F.B. Fashion (Pvt.) Limited,/companies/bd/C-51103,F.B. Fashion (Pvt.) Limited
Zac Wears Ltd.,/companies/bd/C-26321,Zac Wears Ltd.
Wax-Bill Sweater Ltd.,,
Hydroxide Knitwear Limited,/companies/bd/C-49459,Hydroxide Knitwear Limited
Jinnat Fashions Limited,/companies/bd/C-52742,Jinnat Fashions Limited
Naila Fashion (Pvt) Ltd.,,
Mercantile Fashions Ltd.,,
Sinha Stylewears Ltd.,,
Exotic Sweaters Ltd.,,
Prime Product Ltd.,,
Y N L Apparel Ltd,/companies/bd/C-51664,Y N L Apparel Ltd
Gazipur Fashion Ltd.,,
D.S. Fashion Ltd.,/companies/bd/C-40461,D.S. Fashion Ltd.
S.S. Sweater Ltd.,,
Prime Sweaters Ltd.,,
The Cloth & Fashion Ltd.,,
Karims Fashion Wear Ltd.,/companies/bd/C-51419,Karims Fashion Wear Ltd.
Padma Sweaters Ltd.,,
Comfort Socks Limited,/companies/bd/C-45947,Comfort Socks Limited
Dk. Textile Ltd.,/companies/bd/C-44064,Dk. Textile Ltd.
Standard Group Ltd.,,
Xin Bangla Fabrics,,
Motherland Sweater Inds. Ltd.,,
Biped Sweater'S Ltd.,/companies/bd/C-46039,Biped Sweater'S Ltd.
Nafa Apparels Limited,/companies/bd/C-52604,Nafa Apparels Limited
Srt Fashions Ltd.,/companies/bd/C-44543,Srt Fashions Ltd.
Centex Textile & Apparels Ltd.,,
A & A Fashion Sweaters Ltd.,,
Abanti Colour Tex Limited,/companies/bd/C-38867,Abanti Colour Tex Limited
Casendra Sweater Ltd.,,
Seven Star Sweater (Pvt.) Ltd.,/companies/bd/C-44993,Seven Star Sweater (Pvt.) Ltd.
Ashique Dress Design Ltd.,,
Cotton Field (Bd) Ltd.,/companies/bd/C-53413,Cotton Field (Bd) Ltd.
Amex Apparel Ltd.,/companies/bd/C-52926,Amex Apparel Ltd.
Fakir Knitwears Ltd.,,
R.R. Acrylic Ltd.,,
A.K.R. Fashions Limited,/companies/bd/C-51981,A.K.R. Fashions Limited
Ocean Trousers Limited,/companies/bd/C-52020,Ocean Trousers Limited
Samar Fashion Tex Ltd.,/companies/bd/C-52414,Samar Fashion Tex Ltd.
Sattar Textile Mills Ltd.,,
Sana Sweaters,,
Hyun Apparels Ltd.,/companies/bd/C-53082,Hyun Apparels Ltd.
Giant Knit Fashions Limited,/companies/bd/C-50655,Giant Knit Fashions Limited
Apex Jersey Limited,/companies/bd/C-52226,Apex Jersey Limited
Linkers Sweaters Ltd.,,
Tanaz Fashions Ltd.,,
Noorjahan Knitting Inds. Ltd.,,
Sweater Heaven Ltd.,,
Noor Fashion,,
Evitex Fashions Ltd.,,
Asra Sweaters Limited,/companies/bd/C-51949,Asra Sweaters Limited
Powertex Fashions Ltd.,,
Hamid Tex Fashion Ltd.,/companies/bd/C-53146,Hamid Tex Fashion Ltd.
Mondol Fabrics Ltd.,,
Centex Fashions Ltd.,,
DREAM TOP (BD) LIMITED,/companies/bd/CH-5093,DREAM TOP (BD) LIMITED
Sams Attire Limited,/companies/bd/C-53285,Sams Attire Limited
Norp Knit Industries Ltd.,/companies/bd/C-52664,Norp Knit Industries Ltd.
Odyssey Dresses Limited,/companies/bd/C-50865,Odyssey Dresses Limited
Fareast Dresses Ltd.,,
S.S. Hi -Fashion Wear Limited,/companies/bd/C-51683,S.S. Hi -Fashion Wear Limited
Tusuka Trousers Ltd.,/companies/bd/C-53207,Tusuka Trousers Ltd.
Hot Dress Limited,/companies/bd/C-52377,Hot Dress Limited
Seasons Sweaters Ltd.,,
Cassiopea Apparels Ltd.,,
A.M. Design Ltd.,,
JANS FABRICS LIMITED,/companies/bd/CH-3494,JANS FABRICS LIMITED
P and M Fashions Ltd.,/companies/bd/C-54373,P and M Fashions Ltd.
Teximco Sweaters Ltd.,,
Bengal Leisure Wear Ltd.,/companies/bd/C-52320,Bengal Leisure Wear Ltd.
Envoy Fashions Ltd.,,
Excellent Attire Ltd.,,
Birds Rnr Fashions Ltd.,/companies/bd/C-55426,Birds Rnr Fashions Ltd.
Ansear S.C.M. Limited,/companies/bd/C-53688,Ansear S.C.M. Limited
Fashion Plus Ltd.,,
Trust Sweater Ltd.,,
B P Wears (Pvt) Ltd.,/companies/bd/C-53464,B P Wears (Pvt) Ltd.
Utah Fashions Limited,/companies/bd/C-37481,Utah Fashions Limited
Oriental Wool Wears Limited,/companies/bd/C-45366,Oriental Wool Wears Limited
S M Euro Fashion Limited,/companies/bd/C-52640,S M Euro Fashion Limited
Civic Apparels Ltd.,,
That'S It Sports Wear Limited.,/companies/bd/C-55279,That'S It Sports Wear Limited.
L.L. Knitwears Limited,/companies/bd/C-50518,L.L. Knitwears Limited
Fahami Industries Ltd.,/companies/bd/C-52337,Fahami Industries Ltd.
Alliance Composite Industries,,
A.S.T. Knitwear Limited,/companies/bd/C-52922,A.S.T. Knitwear Limited
T-Mart Computerised Sweater Ltd.,,
Knit Valley Ltd.,/companies/bd/C-30640,Knit Valley Ltd.
Modern Image Sweater (Pvt) Ltd.,,
Pentex Fashions Ltd.,,
aamra apparels ltd.,/companies/bd/C-51562,aamra apparels ltd.
Interstoff Apparels Ltd.,,
Rupa Woolwear Limited,/companies/bd/C-47044,Rupa Woolwear Limited
Everbright Sweater Ltd.,,
Bhuyan Warmtex (Pvt.) Ltd.,,
Gold Star Design Limited,/companies/bd/C-55146,Gold Star Design Limited
Tunic Fashions Limited.,/companies/bd/C-59898,Tunic Fashions Limited.
Pandora Sweaters Ltd.,,
Garments Export Village Ltd.,,
Tex-Tech Garments Ltd.,,
Nowsin Garments Inds. Ltd.,,
Hardy Associates Ltd.,,
Ayesha Clothing Co. Limited,/companies/bd/C-56114,Ayesha Clothing Co. Limited
Babi Sweaters Ltd.,,
Goldtex Garments Ltd.,,
Ratul Fabrics Ltd.,,
Mark Limited,/companies/bd/C-54732,Mark Limited
Panna Fashions Ltd.,,
MHC APPARELS (PVT) LTD.,/companies/bd/C-52887,MHC APPARELS (PVT) LTD.
Saadatia Sweaters Ltd.,,
Nassa Basics Ltd.,/companies/bd/C-54786,Nassa Basics Ltd.
Nor-Pearl Knitwear Ltd.,,
Madina Wear House Ltd.,,
Bonded Fashion Ltd.,,
Pimkie Apparels Ltd.,,
Moonlux Composite Knit Garments Ltd.,,
Mohammadi Fashions Ltd.,,
MG Shirttex Ltd.,,
Mg Knit Flair Limited,/companies/bd/C-56019,Mg Knit Flair Limited
Rio Fashion Wear Ltd.,/companies/bd/C-52975,Rio Fashion Wear Ltd.
Dana Sweater Inds. Ltd.,,
Concorde Knitting & Dyeing Inds. Ltd. (U-2),,
A J Super Garments Ltd.,/companies/bd/C-56095,A J Super Garments Ltd.
Tex Knit International,,
Tosrifa Indutries Ltd.,,
S-21 Apparels Ltd.,,
Noorun Nahar Knitwear Ltd.,,
Bentley Sweater Ltd.,,
Argyle Sweaters Limited,/companies/bd/C-51179,Argyle Sweaters Limited
A.K.J. Fashions Fabrics Ltd.,/companies/bd/C-48352,A.K.J. Fashions Fabrics Ltd.
Tuba Fashion Ltd.,/companies/bd/C-52736,Tuba Fashion Ltd.
Pasha Denims Ltd.,,
Islam Dresses Limited,/companies/bd/C-57936,Islam Dresses Limited
Evernal Industry Ltd.,,
4A Yarn Dyeing Ltd.,,
Atashi Fashion Ltd.,/companies/bd/C-54827,Atashi Fashion Ltd.
Woolen Design (Pvt.) Ltd.,,
Rahnuma Fashion Wears Ltd.,,
Bengal Jeans Ltd.,/companies/bd/C-57638,Bengal Jeans Ltd.
Viyellatex Ltd.,,
denimach limited,/companies/bd/C-43994,denimach limited
uttaran woven & knit ltd.,/companies/bd/C-52972,uttaran woven & knit ltd.
A.T.S. Apparels Limited,/companies/bd/C-56329,A.T.S. Apparels Limited
Tanima Knit Composite Limited,/companies/bd/C-57716,Tanima Knit Composite Limited
Meditex Sweater Ltd.,,
Designtex Fashions Ltd.,,
Maxcom International (BD) Ltd.,,
Q. Point Fashions Ltd.,/companies/bd/C-57134,Q. Point Fashions Ltd.
Bali Fashions Ltd.,,
Medlar Apparels Ltd.,,
Apex Textile Printing Mills Limited,/companies/bd/C-52977,Apex Textile Printing Mills Limited
Fyne Sweaters Limited,/companies/bd/C-55769,Fyne Sweaters Limited
Trade Wind Sweaters Ltd.,/companies/bd/C-51940,Trade Wind Sweaters Ltd.
P and O Attires Ltd.,/companies/bd/C-57533,P and O Attires Ltd.
M P L Wear Limited,/companies/bd/C-53590,M P L Wear Limited
Ananta Garments Ltd.,,
Ananta Jeanswear Ltd.,/companies/bd/C-57689,Ananta Jeanswear Ltd.
Hotapara Garments Ltd.,,
Lynda Fashions Ltd.,/companies/bd/C-56450,Lynda Fashions Ltd.
Fahami Knitwear Ltd.,/companies/bd/C-57102,Fahami Knitwear Ltd.
Creatives Designers Ltd.,,
Winter Collection Ltd.,/companies/bd/C-45391,Winter Collection Ltd.
Colour Stitch Ltd.,,
Earthee Wear Ltd.,,
Envoy Design Ltd.,,
Esses Fashions Ltd.,,
Bando Design Limited,/companies/bd/C-53095,Bando Design Limited
Dip Knitwear Limited,/companies/bd/C-52860,Dip Knitwear Limited
Turjo Apparels Limited,/companies/bd/C-58113,Turjo Apparels Limited
Crystal Outerwear Manf. Co. (Pvt.) Ltd.,/companies/bd/C-60372,Crystal Outerwear Manf. Co. (Pvt.) Ltd.
R.R. Apparels Ltd.,,
EVE DRESS-SHIRTS LIMITED,/companies/bd/CH-56540,EVE DRESS-SHIRTS LIMITED
Akik Apparels Limited.,/companies/bd/C-58328,Akik Apparels Limited.
DSL Sportwear Ltd.,,
Tas Future Design Ltd.,/companies/bd/C-57860,Tas Future Design Ltd.
Comfit Composite Knit Ltd.,,
A One Dress Makers Ltd.,/companies/bd/C-58318,A One Dress Makers Ltd.
Akh Knitwear Ltd.,/companies/bd/C-57569,Akh Knitwear Ltd.
Panwin Designs Ltd.,,
Snowtex Apparels Limited,/companies/bd/C-59766,Snowtex Apparels Limited
Mascot Knits Ltd.,,
Dazzling Fashions Ltd.,,
Hy-Lan Sweater Int'l. Ltd.,,
Diganta Sweaters Ltd.,,
Gramtech Knit Dye. Finishing & Gmts. Ind. Ltd.,,
Dekko Readywears Ltd.,,
Pantaloon Design Ltd.,,
Monno Attire Ltd.,,
Savar Shirts Ltd.,,
Tangail Apparels Ltd.,,
Hasan Tanvir Fashion Wears Ltd.,/companies/bd/C-60115,Hasan Tanvir Fashion Wears Ltd.
Juvenile Sweaters Ltd.,,
Pratik Apparels Ltd.,,
Blue Seal Textile Ltd.,/companies/bd/C-37398,Blue Seal Textile Ltd.
Golden Times Sweater and Dyeing Ltd.,/companies/bd/C-52829,Golden Times Sweater and Dyeing Ltd.
Sweater Cottage Ltd.,,
Mam Knit Inds. Ltd.,,
Epyllion Style Limited,/companies/bd/C-55796,Epyllion Style Limited
Helicon Ltd.,,
Intramex Knitwear Ltd.,,
Mark Terry Ltd.,/companies/bd/C-43426,Mark Terry Ltd.
Y.K. Knitwear Ltd.,/companies/bd/C-53137,Y.K. Knitwear Ltd.
Kaizer Knitwears Ltd.,,
Tasmia Apparels Ltd.,,
Han Apparels Ltd.,/companies/bd/C-57741,Han Apparels Ltd.
Kwun Tong Apparels Limited,/companies/bd/C-59135,Kwun Tong Apparels Limited
Sterling Creations Ltd.,,
Rabab Fashion Ind. Ltd.,,
Fair Washing Ltd.,,
A Plus Industries Ltd.,,
Shanta Denims Ltd.,,
K A Design Ltd.,/companies/bd/C-58602,K A Design Ltd.
Body Link Sweater Limited,/companies/bd/C-59709,Body Link Sweater Limited
Rowshan Apparels Ltd.,,
Tex Tech Co. Ltd.,/companies/bd/C-54464,Tex Tech Co. Ltd.
Cosmopolitan Inds. (Pvt.) Ltd.,,
Seam Line Limited,/companies/bd/C-54551,Seam Line Limited
Rex Composite Knit Wears Ltd.,/companies/bd/C-61097,Rex Composite Knit Wears Ltd.
Aristo Fashions Ltd.,,
Dird Composite Textiles Ltd.,,
Proshadpur Knit Wear Ltd.,,
S. Nahar And Sons Limited,/companies/bd/3-489,S. Nahar And Sons Limited
P.N. Composite Ltd.,/companies/bd/C-54604,P.N. Composite Ltd.
Evitex Apparels Ltd.,,
I B Apparels Limited,/companies/bd/C-49492,I B Apparels Limited
Epcot Jeans Limited,/companies/bd/C-56424,Epcot Jeans Limited
Young Socks Ltd.,,
The Rose Dresses Ltd.,,
Pritha Fashions Ltd.,,
Promod Knit Wear Ltd.,,
Designer Jeans Limited,/companies/bd/C-60343,Designer Jeans Limited
Babylon Casualwear Ltd.,,
M.P. Sweaters Ltd.,/companies/bd/C-53367,M.P. Sweaters Ltd.
Banex Apparel Ltd.,,
Voyager Dyeing and Finishing Mills Ltd.,/companies/bd/C-47837,Voyager Dyeing and Finishing Mills Ltd.
Shah Ali Knitwears,,
Intramex Apparels Ltd.,,
Bakhrabad Knitting Inds. Ltd.,,
Sterling Design Ltd.,,
Ashulia Apparels Ltd.,,
Shenzhen Winterwears Ltd.,,
Omorfu Sweater Ltd.,/companies/bd/C-59319,Omorfu Sweater Ltd.
Swan Jeans Ltd.,/companies/bd/C-55827,Swan Jeans Ltd.
Geebee Garments Inds. Ltd.,,
Sharmin Fashions Ltd.,,
Kaveri Sweaters,,
Meghna Knit Composite Ltd.,/companies/bd/C-58196,Meghna Knit Composite Ltd.
Prochesta Knit Textiles Ltd.,,
Knitsters Company Ltd.,,
Tricotex Sweaters Ltd.,,
Akh Stitch Art Ltd.,/companies/bd/C-60810,Akh Stitch Art Ltd.
KAC Composite Knit Inds. Ltd.,,
Givensee Garments Lmited.,/companies/bd/C-60816,Givensee Garments Lmited.
Eurozone Fashion Ltd.,,
Nandan Apparels,,
Latin Fashions Ltd.,,
T. and Brothers Knit Composite Ltd.,/companies/bd/C-58965,T. and Brothers Knit Composite Ltd.
Shams Styling Wears Limited,/companies/bd/C-61040,Shams Styling Wears Limited
S.A. Composite Knit Wears Ltd.,,
Yolk Apparels Ltd.,/companies/bd/C-57889,Yolk Apparels Ltd.
Shamrin Tex Ltd.,/companies/bd/C-57895,Shamrin Tex Ltd.
Sonia Fine Knit Limited,/companies/bd/C-59018,Sonia Fine Knit Limited
Rupayan Sweaters Ltd.,,
Esprit Apparels Ltd.,,
Shamsher Rezia Fashions Ltd.,,
Keya Knit Composite Ltd.,/companies/bd/C-49957,Keya Knit Composite Ltd.
Global Woven Wear Ltd.,,
Design Express Ltd.,,
Nexus Fashion Ltd.,,
Tamanna Sweater Ltd.,,
Intraco Design Ltd.,,
Inshallah Fashion Knit Wears,,
Adury Apparels Ltd.,/companies/bd/C-58862,Adury Apparels Ltd.
Horizon Fashion Wear Ltd.,,
Old River Knitting Ltd.,,
Tarasima Apparels Ltd.,,
Virtual Knitwear Ltd.,,
Nassa Hi-Tech Wear Ltd.,/companies/bd/C-58110,Nassa Hi-Tech Wear Ltd.
Global Nassa Wear Ltd.,/companies/bd/C-58109,Global Nassa Wear Ltd.
Pearl Prince Apparels Ltd.,,
Bughshan Garments (Pvt.) Limited.,/companies/bd/C-54425,Bughshan Garments (Pvt.) Limited.
Rajdhani Fashions Ltd.,,
Mac-Tex Inds. Ltd.,,
Fahami Shirts Ltd.,/companies/bd/C-60309,Fahami Shirts Ltd.
Fahami Dresses Ltd.,/companies/bd/C-59964,Fahami Dresses Ltd.
Sag Fashion Limited,/companies/bd/C-64600,Sag Fashion Limited
Lavender Garment Ltd.,,
Trend Force Garments (BD) Ltd.,,
Sterling Styles Ltd.,,
Honesty Apparels Ltd.,,
Majumder Fashions Ltd.,,
Sanguine Sweaters Ltd.,,
Shin Shin Apparels Ltd.,/companies/bd/C-60742,Shin Shin Apparels Ltd.
H.R. Style Ltd.,/companies/bd/C-59680,H.R. Style Ltd.
Pentagon Knit Com. Ltd.,/companies/bd/C-58053,Pentagon Knit Com. Ltd.
Fin Fashion Ltd.,/companies/bd/C-63348,Fin Fashion Ltd.
Sinha Designers Ltd.,,
Alfa Patterns (Bangladesh) Limited,/companies/bd/C-58262,Alfa Patterns (Bangladesh) Limited
Zephyr Warmwears Limited,/companies/bd/C-59226,Zephyr Warmwears Limited
T-Design Ltd.,,
T N Z Apparels Ltd.,/companies/bd/C-63187,T N Z Apparels Ltd.
Needle-Wave Knitwear Ltd.,,
Noorjahan Apparels Ltd.,,
Vista Fashion Wear Ltd.,,
Jeans Care Limited,/companies/bd/C-64446,Jeans Care Limited
Jamuna Denims Ltd. (Gmts & Washing Unit),,
Mark Mode Limited,/companies/bd/C-62708,Mark Mode Limited
Texeurop (BD) Ltd.,,
Rahima Composite Limited,/companies/bd/C-62875,Rahima Composite Limited
Decent Wear Ltd.,,
Synergy Design Fashion (Pvt) Ltd.,,
Tandem Sweaters Ltd.,,
Lifestyle Fashion Maker Ltd.,,
Samia Garments (Pvt.) Ltd.,/companies/bd/C-59272,Samia Garments (Pvt.) Ltd.
Adams Apparels Ltd.,/companies/bd/C-62247,Adams Apparels Ltd.
Dresden Textiles Ltd.,,
Trust Knitwear Inds't Ltd.,,
Artistic Design Ltd.,,
Topaz Dresses Ltd.,,
Nkl Apparels Ltd.,/companies/bd/C-61805,Nkl Apparels Ltd.
Kipling Apparel Ltd.,/companies/bd/C-64636,Kipling Apparel Ltd.
J. M.FABRICS LIMITED,/companies/bd/CH-5461,J. M.FABRICS LIMITED
Adeeb Garments Limited,/companies/bd/C-60131,Adeeb Garments Limited
Smh New Generation Apparels Ltd.,/companies/bd/C-53513,Smh New Generation Apparels Ltd.
Sweater Land Ltd.,/companies/bd/C-59778,Sweater Land Ltd.
Wear & Style Ltd.,,
Peninsula Dresses Intl. Ltd.,/companies/bd/C-26086,Peninsula Dresses Intl. Ltd.
Bhorari Knit Wear Ltd.,/companies/bd/C-62114,Bhorari Knit Wear Ltd.
Target Fine-Knit Inds Ltd.,,
Sinha Denimwear Ltd.,,
Bonian Knit Fashion Ltd.,,
Mars Stitch Ltd.,/companies/bd/C-61110,Mars Stitch Ltd.
Excom Fashions Ltd.,,
Shezads Desigwear Ltd.,,
Cotton Club (Bd) Ltd.,/companies/bd/C-52418,Cotton Club (Bd) Ltd.
Top Style Sweater Limited,/companies/bd/C-47414,Top Style Sweater Limited
Rey - Tex Fashion Wears Ltd.,/companies/bd/C-63433,Rey - Tex Fashion Wears Ltd.
Arcadia Knitwears Ltd.,,
Apparel Today Ltd.,,
Glaze Knitwear Ltd.,,
Concept Knitting Ltd.,,
Velox Fashions Ltd.,/companies/bd/C-60503,Velox Fashions Ltd.
Esha Composite Ind. Ltd.,/companies/bd/65411,Esha Composite Ind. Ltd.
Rupam Knitwear Limited,/companies/bd/C-62625,Rupam Knitwear Limited
